ID,name,description,p,s,label,software
1484,web.backpressure.cleanup-interval,"Time, in milliseconds, after which cached stats are cleaned up if not accessed.",0,0,others,flink
1485,web.backpressure.delay-between-samples,Delay between samples to determine back pressure in milliseconds.,0,0,others,flink
1488,web.checkpoints.history,Number of checkpoints to remember for recent history.,1,5,workload-specific,flink
1489,web.history,Number of archived jobs for the JobManager.,1,5,workload-specific,flink
1499,yarn.application.priority,"A non-negative integer indicating the priority for submitting a Flink YARN application. It will only take effect if YARN priority scheduling setting is enabled. Larger integer corresponds with higher priority. If priority is negative or set to '-1'(default), Flink will unset yarn priority setting and use cluster default priority. Please refer to YARN's official documentation for specific settings required to enable priority scheduling for the targeted YARN version.",0,0,others,flink
1507,yarn.file-replication,"Number of file replication of each local resource file. If it is not configured, Flink will use the default replication value in hadoop configuration.",1,3,reliability-tradeoff,flink
1509,yarn.heartbeat.container-request-interval,"Time between heartbeats with the ResourceManager in milliseconds if Flink requests containers: The lower this value is, the faster Flink will get notified about container allocations since requests and allocations are transmitted via heartbeats.The lower this value is, the more excessive containers might get allocated which will eventually be released but put pressure on Yarn. If you observe too many container allocations on the ResourceManager, then it is recommended to increase this value. See this link for more information.",0,0,others,flink
1512,yarn.properties-file.location,"When a Flink job is submitted to YARN, the JobManager's host and the number of available processing slots is written into a properties file, so that the Flink client is able to pick those details up. This configuration parameter allows changing the default location of that file (for example for environments sharing a Flink installation between users).",0,0,others,flink
1520,yarn.tags,A comma-separated list of tags to apply to the Flink YARN application.,0,0,others,flink
1526,aarch64-loop-vect-issue-rate-niters,"The tuning for some AArch64 CPUs tries to take both latencies and issue rates into account when deciding whether a loop should be vectorized using SVE, vectorized using Advanced SIMD, or not vectorized at all. If this parameter is set to n, GCC will not use this heuristic for loops that are known to execute in fewer than n Advanced SIMD iterations.",1,4,limited-side-effect,gcc
1528,align-loop-iterations,A loop expected to iterate at least the selected number of iterations is aligned.,1,4,limited-side-effect,gcc
1531,analyzer-max-constraints,The maximum number of constraints per state.,1,5,workload-specific,gcc
1535,analyzer-max-recursion-depth,"The maximum number of times a callsite can appear in a call stack within the analyzer, before terminating analysis of a call that would recurse deeper.",1,4,limited-side-effect,gcc
1540,asan-instrument-allocas,Enable asan allocas/VLAs protection.,1,2,security-tradeoff,gcc
1549,avoid-fma-max-bits,Maximum number of bits for which we avoid creating FMAs.,1,5,workload-specific,gcc
1567,-dH,Produce a core dump whenever an error occurs.,0,0,others,gcc
1580,-dU,"Like -dD except that only macros that are expanded, or whose definedness is tested in preprocessor directives, are output; the output is delayed until the use or test of the macro; and undefdirectives are also output for macros tested but undefined at the time.",0,0,others,gcc
1587,-dumpversion,"Print the compiler version (for example, 3.0, 6.3.0 or 7) and don't do anything else. This is the compiler version used in filesystem paths and specs. Depending on how the compiler has been configured it can be just a single number (major version), two numbers separated by a dot (major and minor version) or three numbers separated by dots (major, minor and patchlevel version).",1,6,function-tradeoff,gcc
1588,-dx,Just generate RTL for a function instead of compiling it. Usually used with -fdump-rtl-expand.,1,6,function-tradeoff,gcc
1594,evrp-mode,Specifies the mode Early VRP should operate in.,1,6,function-tradeoff,gcc
1601,-falign-jumps=n:m:n2:m2,"Align branch targets to a power-of-two boundary, for branch targets where the targets can only be reached by jumping. In this case, no dummy operations need be executed.",1,4,limited-side-effect,gcc
1605,-fallow-store-data-races,"Allow the compiler to perform optimizations that may introduce new data races on stores, without proving that the variable cannot be concurrently accessed by other threads. Does not affect optimization of local data. It is safe to use this option if it is known that global data will not be accessed by multiple threads.",1,4,limited-side-effect,gcc
1608,-fasynchronous-unwind-tables,"Generate unwind table in DWARF format, if supported by target machine. The table is exact at each instruction boundary, so it can be used for stack unwinding from asynchronous events (such as debugger or garbage collector).",0,0,others,gcc
1614,-fcall-saved-reg,Treat the register named reg as an allocable register saved by functions. It may be allocated even for temporaries or variables that live across a call. Functions compiled this way save and restore the register reg if they use it.,0,0,others,gcc
1618,-fcheck-new,"Check that the pointer returned by operator new is non-null before attempting to modify the storage allocated. This check is normally unnecessary because the C++ standard specifies that operator new only returns 0 if it is declared throw(), in which case the compiler always checks the return value even without this option. In all other cases, when operator new has a non-empty exception specification, memory exhaustion is signalled by throwing std::bad_alloc. See also new (nothrow)",0,0,others,gcc
1625,-fconcepts-ts,"Below -std=c++20, -fconcepts enables support for the C++ Extensions for Concepts Technical Specification, ISO 19217 (2015).",0,0,others,gcc
1627,-fconserve-stack,"Attempt to minimize stack usage. The compiler attempts to use less stack space, even if that makes the program slower. This option implies setting the large-stack-frame parameter to 100 and the large-stack-frame-growth parameter to 400.",1,4,limited-side-effect,gcc
1635,-fcrossjumping,Perform cross-jumping transformation. This transformation unifies equivalent code and saves code size. The resulting code may or may not perform better than without cross-jumping.,1,4,limited-side-effect,gcc
1640,-fdata-sections,Place each function or data item into its own section in the output file if the target supports arbitrary sections. The name of the function or the name of the data item determines the section's name in the output file.,1,4,limited-side-effect,gcc
1650,-fdelete-null-pointer-checks,"Assume that programs cannot safely dereference null pointers, and that no code or data element resides at address zero. This option enables simple constant folding optimizations at all optimization levels. In addition, other optimization passes in GCC use this flag to control global dataflow analyses that eliminate useless checks for null pointers; these assume that a memory access to address zero always results in a trap, so that if a pointer is checked after it has already been dereferenced, it cannot be null.",1,4,limited-side-effect,gcc
1668,-fdisable-ipa-pass,"Disable IPA pass pass. pass is the pass name. If the same pass is statically invoked in the compiler multiple times, the pass name should be appended with a sequential number starting from 1.",0,0,others,gcc
1669,-fdisable-kind-pass=range-list,This is a set of options that are used to explicitly disable/enable optimization passes. These options are intended for use for debugging GCC. Compiler users should use regular options for enabling/disabling passes instead.,0,0,others,gcc
1670,-fdisable-rtl-pass=range-list,"Disable RTL pass pass. pass is the pass name. If the same pass is statically invoked in the compiler multiple times, the pass name should be appended with a sequential number starting from 1. range-list is a comma-separated list of function ranges or assembler names. Each range is a number pair separated by a colon. The range is inclusive in both ends. If the range is trivial, the number pair can be simplified as a single number. If the function call graph node uid falls within one of the specified ranges, the pass is disabled for that function. The uid is shown in the function header of a dump file, and the pass names can be dumped by using option -fdump-passes.",0,0,others,gcc
1673,-fdse,Perform dead store elimination (DSE) on RTL. Enabled by default at -O and higher.,1,4,limited-side-effect,gcc
1681,-fdump-lang-switch-options=filename,Control the dumping of language-specific information. The options and filename portions behave as described in the -fdump-tree option. The following switch values are accepted:,0,0,others,gcc
1688,-fdump-rtl-barriers,Dump after cleaning up the barrier instructions.,1,6,function-tradeoff,gcc
1695,-fdump-rtl-cprop_hardreg,Dump after hard register copy propagation.,1,6,function-tradeoff,gcc
1696,-fdump-rtl-csa,Dump after combining stack adjustments.,1,6,function-tradeoff,gcc
1698,-fdump-rtl-dce,Dump after the standalone dead code elimination passes.,1,6,function-tradeoff,gcc
1701,-fdump-rtl-eh,Dump after finalization of EH handling code.,1,6,function-tradeoff,gcc
1711,-fdump-rtl-outof_cfglayout,Dump after converting from cfglayout mode.,1,6,function-tradeoff,gcc
1716,-fdump-rtl-ree,Dump after sign/zero extension elimination.,1,6,function-tradeoff,gcc
1717,-fdump-rtl-rnreg,Dump after register renumbering.,1,6,function-tradeoff,gcc
1720,-fdump-rtl-sibling,Dump after sibling call optimizations.,1,6,function-tradeoff,gcc
1723,-fdump-rtl-stack,Dump after conversion from GCC's flat register file registers to the x87's stack-like registers. This pass is only run on x86 variants.,1,6,function-tradeoff,gcc
1726,-fdump-rtl-vregs,Dump after converting virtual registers to hard registers.,1,6,function-tradeoff,gcc
1727,-fdump-rtl-web,Dump after live range splitting.,1,6,function-tradeoff,gcc
1728,-fdump-statistics-option,"Enable and control dumping of pass statistics in a separate file. The file name is generated by appending a suffix ending in statisticsto the source file name, and the file is created in the same directory as the output file. If the optionform is used, statscauses counters to be summed over the whole compilation unit while detailsdumps every event as the passes generate them. The default with no option is to sum counters for each function compiled.",0,0,others,gcc
1741,-fexcess-precision=style,"This option allows further control over excess precision on machines where floating-point operations occur in a format with more precision or range than the IEEE standard and interchange floating-point types. By default, -fexcess-precision=fast is in effect; this means that operations may be carried out in a wider precision than the types specified in the source if that would result in faster code, and it is unpredictable when rounding to the types specified in the source code takes place. When compiling C, if -fexcess-precision=standard is specified then excess precision follows the rules specified in ISO C99; in particular, both casts and assignments cause values to be rounded to their semantic types (whereas -ffloat-store only affects assignments). This option is enabled by default for C if a strict conformance option such as -std=c99 is used. -ffast-math enables -fexcess-precision=fast by default regardless of whether a strict conformance option is used.",1,4,limited-side-effect,gcc
1742,-fexec-charset=charset,"Set the execution character set, used for string and character constants. The default is UTF-8. charset can be any encoding supported by the system's iconv library routine.",0,0,others,gcc
1743,-fexpensive-optimizations,Perform a number of minor optimizations that are relatively expensive.,1,4,limited-side-effect,gcc
1751,-ffixed-reg,"Treat the register named reg as a fixed register; generated code should never refer to it (except perhaps as a stack pointer, frame pointer or in some other fixed role).",0,0,others,gcc
1759,-fgcse-sm,"When -fgcse-sm is enabled, a store motion pass is run after global common subexpression elimination. This pass attempts to move stores out of loops. When used in conjunction with -fgcse-lm, loops containing a load/store sequence can be changed to a load before the loop and a store after the loop.",1,4,limited-side-effect,gcc
1762,-fgnu-runtime,Generate object code compatible with the standard GNU Objective-C runtime. This is the default for most types of systems.,0,0,others,gcc
1768,-fif-conversion2,Use conditional execution (where available) to transform conditional jumps into branch-less equivalents.,1,4,limited-side-effect,gcc
1770,-finhibit-size-directive,"Don't output a .size assembler directive, or anything else that would cause trouble if the function is split in the middle, and the two halves are placed at locations far apart in memory. This option is used when compiling crtstuff.c; you should not need to use it for anything else.",0,0,others,gcc
1772,-finline-functions-called-once,"Consider all static functions called once for inlining into their caller even if they are not marked inline. If a call to a given function is integrated, then the function is not output as assembler code in its own right.",1,4,limited-side-effect,gcc
1776,-finstrument-functions,"Generate instrumentation calls for entry and exit to functions. Just after function entry and just before function exit, the following profiling functions are called with the address of the current function and its call site. (On some platforms, __builtin_return_address does not work beyond the current function, so the call site information may not be available to the profiling functions otherwise.)",0,0,others,gcc
1780,-fipa-cp,"Perform interprocedural constant propagation. This optimization analyzes the program to determine when values passed to functions are constants and then optimizes accordingly. This optimization can substantially increase performance if the application has constants passed to functions. This flag is enabled by default at -O2, -Os and -O3. It is also enabled by -fprofile-use and -fauto-profile.",1,4,limited-side-effect,gcc
1781,-fipa-cp-clone,"Perform function cloning to make interprocedural constant propagation stronger. When enabled, interprocedural constant propagation performs function cloning when externally visible function can be called with constant arguments. Because this optimization can create multiple copies of functions, it may significantly increase code size (see --param ipa-cp-unit-growth=value). This flag is enabled by default at -O3. It is also enabled by -fprofile-use and -fauto-profile.",1,4,limited-side-effect,gcc
1782,-fipa-icf,Perform Identical Code Folding for functions and read-only variables. The optimization reduces code size and may disturb unwind stacks by replacing a function by equivalent one with a different name. The optimization works more effectively with link-time optimization enabled.,1,4,limited-side-effect,gcc
1784,-fipa-profile,"Perform interprocedural profile propagation. The functions called only from cold functions are marked as cold. Also functions executed once (such as cold, noreturn, static constructors or destructors) are identified. Cold functions and loop less parts of functions executed once are then optimized for size. Enabled by default at -O and higher.",1,4,limited-side-effect,gcc
1810,-flax-vector-conversions,Allow implicit conversions between vectors with differing numbers of elements and/or incompatible element types. This option should not be used for new code.,0,0,others,gcc
1815,-flive-range-shrinkage,Attempt to decrease register pressure through register live range shrinkage. This is helpful for fast processors with small or moderate size register sets.,1,4,limited-side-effect,gcc
1818,-floop-nest-optimize,Enable the isl based loop nest optimizer. This is a generic loop nest optimizer based on the Pluto optimization algorithms. It calculates a loop structure optimized for data-locality and parallelism. This option is experimental.,1,4,limited-side-effect,gcc
1823,-flto-compression-level=n,"This option specifies the level of compression used for intermediate language written to LTO object files, and is only meaningful in conjunction with LTO mode (-flto). Valid values are 0 (no compression) to 9 (maximum compression). Values outside this range are clamped to either 0 or 9. If the option is not given, a default balanced compression setting is used.",1,6,function-tradeoff,gcc
1830,-fmem-report,Makes the compiler print some statistics about permanent memory allocation when it finishes.,1,6,function-tradeoff,gcc
1839,-fmodulo-sched,Perform swing modulo scheduling immediately before the first scheduling pass. This pass looks at innermost loops and reorders their instructions by overlapping different iterations.,1,4,limited-side-effect,gcc
1843,-fnew-inheriting-ctors,Enable the P0136 adjustment to the semantics of C++11 constructor inheritance. This is part of C++17 but also considered to be a Defect Report against C++11 and C++14. This flag is enabled by default unless -fabi-version=10 or lower is specified.,0,0,others,gcc
1852,-fno-canonical-system-headers,"When preprocessing, do not shorten system header paths with canonicalization.",0,0,others,gcc
1855,-fno-diagnostics-color,"Use color in diagnostics. WHEN is never always or auto The default depends on how the compiler has been configured, it can be any of the above WHEN options or also neverif GCC_COLORS environment variable isn't present in the environment, and autootherwise. automakes GCC use color only when the standard error is a terminal, and when not executing in an emacs shell. The forms -fdiagnostics-color and -fno-diagnostics-color are aliases for -fdiagnostics-color=always and -fdiagnostics-color=never, respectively.",0,0,others,gcc
1859,-fno-diagnostics-show-line-numbers,"By default, when printing source code (via -fdiagnostics-show-caret), a left margin is printed, showing line numbers. This option suppresses this left margin.",0,0,others,gcc
1862,-fno-elide-constructors,"The C++ standard allows an implementation to omit creating a temporary that is only used to initialize another object of the same type. Specifying this option disables that optimization, and forces G++ to call the copy constructor in all cases. This option also causes G++ to call trivial member functions which otherwise would be expanded inline.",0,0,others,gcc
1866,-fno-enforce-eh-specs,"Don't generate code to check for violation of exception specifications at run time. This option violates the C++ standard, but may be useful for reducing code size in production builds, much like defining NDEBUG. This does not give user code permission to throw exceptions in violation of the exception specifications; the compiler still optimizes based on the specifications, so throwing an unexpected exception results in undefined behavior at run time.",0,0,others,gcc
1878,-fno-ira-share-save-slots,"Disable sharing of stack slots used for saving call-used hard registers living through a call. Each hard register gets a separate stack slot, and as a result function stack frames are larger.",1,4,limited-side-effect,gcc
1881,-fno-keep-inline-dllexport,"This is a more fine-grained version of -fkeep-inline-functions, which applies only to functions that are declared using the dllexport attribute or declspec. See Declaring Attributes of Functions.",1,4,limited-side-effect,gcc
1899,-fno-sched-interblock,"Disable instruction scheduling across basic blocks, which is normally enabled when scheduling before register allocation, i.e. with -fschedule-insns or at -O2 or higher.",1,4,limited-side-effect,gcc
1916,-fobjc-gc,Enable garbage collection (GC) in Objective-C and Objective-C++ programs. This option is only available with the NeXT runtime; the GNU runtime has a different garbage collection implementation that does not require special compiler flags.,1,6,function-tradeoff,gcc
1921,-fopenacc-dim=geom,"Specify default compute dimensions for parallel offload regions that do not explicitly specify. The geom value is a triple of separated sizes, in order ang orkerand, ector A size can be omitted, to use a target-specific default value.",0,0,others,gcc
1933,-fpch-preprocess,"This option allows use of a precompiled header (see Precompiled Headers) together with -E. It inserts a special #pragma, #pragma GCC pch_preprocess ""filename"" in the output to mark the place where the precompiled header was found, and its filename. When -fpreprocessed is in use, GCC recognizes this #pragma and loads the PCH.",0,0,others,gcc
1945,-fprefetch-loop-arrays,"If supported by the target machine, generate instructions to prefetch memory to improve the performance of loops that access large arrays.",1,4,limited-side-effect,gcc
1962,-fprofile-use=path,"Enable profile feedback-directed optimizations, and the following optimizations, many of which are generally profitable only with profile feedback available:",1,4,limited-side-effect,gcc
1963,-fprofile-values,"If combined with -fprofile-arcs, it adds code so that some data about values of expressions in the program is gathered.",1,4,limited-side-effect,gcc
1971,-freorder-blocks-algorithm=algorithm,"Use the specified algorithm for basic block reordering. The algorithm argument can be simple which does not increase code size (except sometimes due to secondary effects like alignment), or stc the software trace cachealgorithm, which tries to put all often executed code together, minimizing the number of branches executed by making extra copies of code.",1,4,limited-side-effect,gcc
1972,-freorder-blocks-and-partition,"In addition to reordering basic blocks in the compiled function, in order to reduce number of taken branches, partitions hot and cold basic blocks into separate sections of the assembly and .o files, to improve paging and cache locality performance.",1,4,limited-side-effect,gcc
1975,-freport-bug,Collect and dump debug information into a temporary file if an internal compiler error (ICE) occurs.,1,6,function-tradeoff,gcc
1986,-fsanitize=float-cast-overflow,"This option enables floating-point type to integer conversion checking. We check that the result of the conversion does not overflow. Unlike other similar options, -fsanitize=float-cast-overflow is not enabled by -fsanitize=undefined. This option does not work well with FE_INVALID exceptions enabled.",0,0,others,gcc
1993,-fsanitize=nonnull-attribute,"This option enables instrumentation of calls, checking whether null values are not passed to arguments marked as requiring a non-null value by the nonnull function attribute.",0,0,others,gcc
1994,-fsanitize=null,"This option enables pointer checking. Particularly, the application built with this option turned on will issue an error message when it tries to dereference a NULL pointer, or if a reference (possibly an rvalue reference) is bound to a NULL pointer, or if a method is invoked on an object pointed by a NULL pointer.",0,0,others,gcc
2000,-fsanitize=returns-nonnull-attribute,"This option enables instrumentation of return statements in functions marked with returns_nonnull function attribute, to detect returning of null values from such functions.",0,0,others,gcc
2001,-fsanitize=shift,"This option enables checking that the result of a shift operation is not undefined. Note that what exactly is considered undefined differs slightly between C and C++, as well as between ISO C90 and C99, etc. This option has two suboptions, -fsanitize=shift-base and -fsanitize=shift-exponent.",0,0,others,gcc
2004,-fsanitize=signed-integer-overflow,"This option enables signed integer overflow checking. We check that the result of +, *, and both unary and binary - does not overflow in the signed arithmetics. Note, integer promotion rules must be taken into account. That is, the following is not an overflow:",0,0,others,gcc
2017,-fsched-critical-path-heuristic,"Enable the critical-path heuristic in the scheduler. This heuristic favors instructions on the critical path. This is enabled by default when scheduling is enabled, i.e. with -fschedule-insns or -fschedule-insns2 or at -O2 or higher.",1,4,limited-side-effect,gcc
2024,-fsched-spec-load,"Allow speculative motion of some load instructions. This only makes sense when scheduling before register allocation, i.e. with -fschedule-insns or at -O2 or higher.",1,4,limited-side-effect,gcc
2029,-fschedule-insns,"If supported for the target machine, attempt to reorder instructions to eliminate execution stalls due to required data being unavailable. This helps machines that have slow floating point or memory load instructions by allowing other instructions to be issued until the result of the load or floating-point instruction is required.",1,4,limited-side-effect,gcc
2038,-fshort-enums,"Allocate to an enum type only as many bytes as it needs for the declared range of possible values. Specifically, the enum type is equivalent to the smallest integer type that has enough room.",0,0,others,gcc
2043,-fsigned-char,"Let the type char be signed, like signed char.",0,0,others,gcc
2044,-fsimd-cost-model=model,Alter the cost model used for vectorization of loops marked with the OpenMP simd directive. The model argument should be one of unlimited dynamic cheap All values of model have the same meaning as described in -fvect-cost-model and by default a cost model defined with -fvect-cost-model is used.,1,4,limited-side-effect,gcc
2051,-fsplit-loops,Split a loop into two if it contains a condition that's always true for one side of the iteration space and false for the other.,1,4,limited-side-effect,gcc
2054,-fsplit-wide-types,"When using a type that occupies multiple registers, such as long long on a 32-bit system, split the registers apart and allocate them independently. This normally generates better code for those types, but may make debugging more difficult.",1,4,limited-side-effect,gcc
2063,-fstack-protector-explicit,Like -fstack-protector but only protects those functions which have the stack_protect attribute.,0,0,others,gcc
2067,-fstats,"Emit statistics about front-end processing at the end of the compilation. This option is supported only by the C++ front end, and the information is generally only useful to the G++ development team.",1,6,function-tradeoff,gcc
2068,-fstdarg-opt,Optimize the prologue of variadic argument functions with respect to usage of those arguments.,1,4,limited-side-effect,gcc
2073,-fstrict-volatile-bitfields,"This option should be used if accesses to volatile bit-fields (or other structure fields, although the compiler usually honors those types anyway) should use a single access of the width of the field's type, aligned to a natural alignment if possible. For example, targets with memory-mapped peripheral registers might require all such accesses to be 16 bits wide; with this flag you can declare all peripheral bit-fields as unsigned short (assuming short is 16 bits on these targets) to force GCC to use 16-bit accesses instead of, perhaps, a more efficient 32-bit access.",0,0,others,gcc
2083,-ftime-report-details,Record the time consumed by infrastructure parts separately for each pass.,0,0,others,gcc
2089,-ftree-bit-ccp,"Perform sparse conditional bit constant propagation on trees and propagate pointer alignment information. This pass only operates on local scalar variables and is enabled by default at -O1 and higher, except for -Og. It requires that -ftree-ccp is enabled.",1,4,limited-side-effect,gcc
2096,-ftree-dominator-opts,"Perform a variety of simple scalar cleanups (constant/copy propagation, redundancy elimination, range propagation and expression simplification) based on a dominator tree traversal. This also performs jump threading (to reduce jumps to jumps). This flag is enabled by default at -O and higher.",1,4,limited-side-effect,gcc
2100,-ftree-loop-distribute-patterns,"Perform loop distribution of patterns that can be code generated with calls to a library. This flag is enabled by default at -O2 and higher, and by -fprofile-use and -fauto-profile.",1,4,limited-side-effect,gcc
2116,-ftree-slsr,Perform straight-line strength reduction on trees. This recognizes related expressions involving multiplications and replaces them by less expensive calculations when possible. This is enabled by default at -O and higher.,1,4,limited-side-effect,gcc
2121,-ftree-vectorize,Perform vectorization on trees. This flag enables -ftree-loop-vectorize and -ftree-slp-vectorize if not explicitly specified.,1,4,limited-side-effect,gcc
2122,-ftree-vrp,"Perform Value Range Propagation on trees. This is similar to the constant propagation pass, but instead of values, ranges of values are propagated. This allows the optimizers to remove unnecessary range checks like array bound checks and null pointer checks. This is enabled by default at -O2 and higher. Null pointer check elimination is only done if -fdelete-null-pointer-checks is enabled.",1,4,limited-side-effect,gcc
2124,-funit-at-a-time,"This option is left for compatibility reasons. -funit-at-a-time has no effect, while -fno-unit-at-a-time implies -fno-toplevel-reorder and -fno-section-anchors.",1,4,limited-side-effect,gcc
2141,-fverbose-asm,Put extra commentary information in the generated assembly code to make it more readable. This option is generally only of use to those who actually need to read the generated assembly code (perhaps while debugging the compiler itself).,1,6,function-tradeoff,gcc
2151,-fwhole-program,Assume that the current compilation unit represents the whole program being compiled. All public functions and variables with the exception of main and those merged by attribute externally_visible become static functions and in effect are optimized more aggressively by interprocedural optimizers.,1,4,limited-side-effect,gcc
2154,-fwrapv,"This option instructs the compiler to assume that signed arithmetic overflow of addition, subtraction and multiplication wraps around using twos-complement representation. This flag enables some optimizations and disables others. The options -ftrapv and -fwrapv override each other, so using -ftrapv -fwrapv on the command-line results in -fwrapv being effective. Note that only active options override, so using -ftrapv -fwrapv -fno-wrapv on the command-line results in -ftrapv being effective.",1,4,limited-side-effect,gcc
2155,-fwrapv-pointer,This option instructs the compiler to assume that pointer arithmetic overflow on addition and subtraction wraps around using twos-complement representation. This flag disables some optimizations which assume pointer overflow is invalid.,0,0,others,gcc
2159,-gas-loc-support,Inform the compiler that the assembler supports .loc directives. It may then use them for the assembler to generate DWARF2+ line number tables.,0,0,others,gcc
2162,gcse-after-reload-partial-fraction,The threshold ratio for performing partial redundancy elimination after reload.,1,5,workload-specific,gcc
2170,ggc-min-heapsize,"Minimum size of the garbage collector heap before it begins bothering to collect garbage. The first collection occurs after the heap expands by ggc-min-expand% beyond ggc-min-heapsize. Again, tuning this may improve compilation speed, and has no effect on code generation.",1,4,limited-side-effect,gcc
2171,-ggdb,"Produce debugging information for use by GDB. This means to use the most expressive format available (DWARF, stabs, or the native format if neither of those are supported), including GDB extensions if at all possible.",0,0,others,gcc
2180,-gno-statement-frontiers,"This option causes GCC to create markers in the internal representation at the beginning of statements, and to keep them roughly in place throughout compilation, using them to guide the output of is_stmt markers in the line number table. This is enabled by default when compiling with optimization (-Os, -O, -O2, , and outputting DWARF 2 debug information at the normal level.",0,0,others,gcc
2199,-gstabs,"Produce debugging information in stabs format (if that is supported), without GDB extensions. This is the format used by DBX on most BSD systems. On MIPS, Alpha and System V Release 4 systems this option produces stabs debugging output that is not understood by DBX. On System V Release 4 systems this option requires the GNU assembler.",0,0,others,gcc
2201,-gstrict-dwarf,Disallow using extensions of later DWARF standard version than selected with -gdwarf-version. On most targets using non-conflicting DWARF extensions from later standard versions is allowed.,0,0,others,gcc
2207,-gz[=type],"Produce compressed debug sections in DWARF format, if that is supported. If type is not given, the default type depends on the capabilities of the assembler and linker used. type may be one of none(don't compress debug sections), zlib(use zlib compression in ELF gABI format), or zlib-gnu(use zlib compression in traditional GNU format). If the linker doesn't support writing compressed debug sections, the option is rejected. Otherwise, if the assembler does not support them, -gz is silently ignored when producing object files.",1,6,function-tradeoff,gcc
2214,hwasan-instrument-allocas,"Enable hwasan instrumentation of dynamically sized stack-allocated variables. This kind of instrumentation is enabled by default when using -fsanitize=hwaddress and disabled by default when using -fsanitize=kernel-hwaddress. To disable instrumentation of such variables use --param hwasan-instrument-allocas=0, and to enable it use --param hwasan-instrument-allocas=1.",1,4,limited-side-effect,gcc
2216,hwasan-instrument-reads,Enable hwasan checks on memory reads. Instrumentation of reads is enabled by default for both -fsanitize=hwaddress and -fsanitize=kernel-hwaddress. To disable checking memory reads use --param hwasan-instrument-reads=0.,1,4,limited-side-effect,gcc
2219,hwasan-random-frame-tag,"When using stack instrumentation, decide tags for stack variables using a deterministic sequence beginning at a random tag for each frame. With this parameter unset tags are chosen using the same sequence but beginning from 1. This is enabled by default for -fsanitize=hwaddress and unavailable for -fsanitize=kernel-hwaddress. To disable it use --param hwasan-random-frame-tag=0.",1,4,limited-side-effect,gcc
2227,inline-heuristics-hint-percent,"The scale (in percents) applied to inline-insns-single, inline-insns-single-O2, inline-insns-auto when inline heuristics hints that inlining is very profitable (will enable later optimizations).",1,4,limited-side-effect,gcc
2230,inline-unit-growth,"Specifies maximal overall growth of the compilation unit caused by inlining. For example, parameter value 20 limits unit growth to 1.2 times the original size. Cold functions (either marked cold via an attribute or by profile feedback) are not accounted into the unit size.",1,4,limited-side-effect,gcc
2236,ipa-cp-loop-hint-bonus,"When IPA-CP determines that a cloning candidate would make the number of iterations of a loop known, it adds a bonus of ipa-cp-loop-hint-bonus to the profitability score of the candidate.",1,4,limited-side-effect,gcc
2237,ipa-cp-max-recursive-depth,Maximum depth of recursive cloning for self-recursive function.,1,3,reliability-tradeoff,gcc
2244,ipa-max-aa-steps,"During its analysis of function bodies, IPA-CP employs alias analysis in order to track values pointed to by function parameters. In order not spend too much time analyzing huge functions, it gives up and consider all memory clobbered after examining ipa-max-aa-steps statements modifying memory.",1,4,limited-side-effect,gcc
2250,ipa-sra-ptr-growth-factor,IPA-SRA replaces a pointer to an aggregate with one or more new parameters only when their cumulative size is less or equal to ipa-sra-ptr-growth-factor times the size of the original pointer parameter.,1,4,limited-side-effect,gcc
2266,joined,"Display options taking an argument that appears after an equal sign in the same continuous piece of text, such as: -help=target",0,0,others,gcc
2270,l1-cache-line-size,"The size of cache line in L1 data cache, in bytes.",1,4,limited-side-effect,gcc
2272,l2-cache-size,"The size of L2 data cache, in kilobytes.",1,1,resource,gcc
2274,large-function-growth,"Specifies maximal growth of large function caused by inlining in percents. For example, parameter value 100 limits large function growth to 2.0 times the original size.",1,4,limited-side-effect,gcc
2279,lazy-modules,Maximum number of concurrently open C++ module files when lazy loading.,1,4,limited-side-effect,gcc
2282,lineno,Enable showing line numbers for statements.,1,6,function-tradeoff,gcc
2289,loop-invariant-max-bbs-in-loop,"Loop invariant motion can be very expensive, both in compilation time and in amount of needed compile-time memory, with very large loops. Loops with more basic blocks than this parameter won have loop invariant motion optimization performed on them.",1,4,limited-side-effect,gcc
2293,lra-inheritance-ebb-probability-cutoff,LRA tries to reuse values reloaded in registers in subsequent insns. This optimization is called inheritance. EBB is used as a region to do this optimization. The parameter defines a minimal fall-through edge probability in percentage used to add BB to inheritance EBB in LRA. The default value was chosen from numerous runs of SPEC2000 on x86-64.,1,4,limited-side-effect,gcc
2295,lto-max-partition,Size of max partition for WHOPR (in estimated instructions). to provide an upper bound for individual size of partition. Meant to be used only with balanced partitioning.,1,4,limited-side-effect,gcc
2302,max-completely-peeled-insns,The maximum number of insns of a completely peeled loop.,1,5,workload-specific,gcc
2310,max-delay-slot-insn-search,"The maximum number of instructions to consider when looking for an instruction to fill a delay slot. If more than this arbitrary number of instructions are searched, the time savings from filling the delay slot are minimal, so stop searching. Increasing values mean more aggressive optimization, making the compilation time increase with probably small improvement in execution time.",1,4,limited-side-effect,gcc
2312,max-dse-active-local-stores,Maximum number of active local stores in RTL dead store elimination.,1,4,limited-side-effect,gcc
2313,max-early-inliner-iterations,Limit of iterations of the early inliner. This basically bounds the number of nested indirect calls the early inliner can resolve. Deeper chains are still handled by late inlining.,1,4,limited-side-effect,gcc
