ID,name,description,p,s,label,software
1806,-fkeep-static-functions,"Emit static functions into the object file, even if the function is never used.",1,4,limited-side-effect,gcc
1807,-flang-info-include-translate=header,"Inform of include translation events. The first will note accepted include translations, the second will note declined include translations. The header form will inform of include translations relating to that specific header. If header is of the form ""user"" or <system> it will be resolved to a specific user or system header using the include path.",0,0,others,gcc
1808,-flang-info-module-cmi=module,"Inform of Compiled Module Interface pathnames. The first will note all read CMI pathnames. The module form will not reading a specific module's CMI. module may be a named module or a header-unit (the latter indicated by either being a pathname containing directory separators or enclosed in <> or """").",0,0,others,gcc
1809,-flarge-source-files,"Adjust GCC to expect large source files, at the expense of slower compilation and higher memory usage.",1,6,function-tradeoff,gcc
1811,-fleading-underscore,"This option and its counterpart, -fno-leading-underscore, forcibly change the way C symbols are represented in the object file. One use is to help link with legacy assembly code.",0,0,others,gcc
1812,-flimit-function-alignment,"If this option is enabled, the compiler tries to avoid unnecessarily overaligning functions. It attempts to instruct the assembler to align by the amount specified by -falign-functions, but not to skip more bytes than the size of the function.",1,4,limited-side-effect,gcc
1813,-flinker-output=type,"This option controls code generation of the link-time optimizer. By default the linker output is automatically determined by the linker plugin. For debugging the compiler and if incremental linking with a non-LTO object file is desired, it may be useful to control the type manually.",0,0,others,gcc
1814,-flive-patching=level,Control GCC's optimizations to produce output suitable for live-patching.,1,4,limited-side-effect,gcc
1816,-floop-block,"Perform loop nest optimizations. Same as -floop-nest-optimize. To use this code transformation, GCC has to be configured with --with-isl to enable the Graphite loop transformation infrastructure.",1,4,limited-side-effect,gcc
1817,-floop-interchange,"Perform loop interchange outside of graphite. This flag can improve cache performance on loop nest and allow further loop optimizations, like vectorization, to take place. For example, the loop",1,4,limited-side-effect,gcc
1819,-floop-parallelize-all,Use the Graphite data dependence analysis to identify loops that can be parallelized. Parallelize all the loops that can be analyzed to not contain loop carried dependences without checking that it is profitable to parallelize the loops.,1,4,limited-side-effect,gcc
1820,-floop-unroll-and-jam,Apply unroll and jam transformations on feasible loops. In a loop nest this unrolls the outer loop by some factor and fuses the resulting multiple inner loops. This flag is enabled by default at -O3. It is also enabled by -fprofile-use and -fauto-profile.,1,4,limited-side-effect,gcc
1821,-flra-remat,"Enable CFG-sensitive rematerialization in LRA. Instead of loading values of spilled pseudos, LRA tries to rematerialize (recalculate) values if it is profitable.",1,4,limited-side-effect,gcc
1822,-flto[=n],"This option runs the standard link-time optimizer. When invoked with source code, it generates GIMPLE (one of GCC's internal representations) and writes it to special ELF sections in the object file. When the object files are linked together, all the function bodies are read from these ELF sections and instantiated as if they had been part of the same translation unit.",1,4,limited-side-effect,gcc
1824,-flto-partition=alg,"Specify the partitioning algorithm used by the link-time optimizer. The value is either to1to specify a partitioning mirroring the original source files or balancedto specify partitioning into equally sized chunks (whenever possible) or maxto create new partition for every symbol where possible. Specifying noneas an algorithm disables partitioning and streaming completely. The default value is balanced While to1can be used as an workaround for various code ordering issues, the maxpartitioning is intended for internal testing only. The value onespecifies that exactly one partition should be used while the value nonebypasses partitioning and executes the link-time optimization step directly from the WPA phase.",1,4,limited-side-effect,gcc
1825,-flto-report,Prints a report with internal details on the workings of the link-time optimizer. The contents of this report vary from version to version. It is meant to be useful to GCC developers when processing object files in LTO mode (via -flto).,1,6,function-tradeoff,gcc
1826,-flto-report-wpa,"Like -flto-report, but only print for the WPA phase of link-time optimization.",1,6,function-tradeoff,gcc
1827,-fmacro-prefix-map=old=new,"When preprocessing files residing in directory old, expand the __FILE__ and __BASE_FILE__ macros as if the files resided in directory new instead. This can be used to change an absolute path to a relative path by using . for new which can result in more reproducible builds that are location independent. This option also affects __builtin_FILE() during compilation. See also -ffile-prefix-map.",0,0,others,gcc
1828,-fmax-errors=n,"Limits the maximum number of error messages to n, at which point GCC bails out rather than attempting to continue processing the source code. If n is 0 (the default), there is no limit on the number of error messages produced. If -Wfatal-errors is also specified, then -Wfatal-errors takes precedence over this option.",1,6,function-tradeoff,gcc
1829,-fmax-include-depth=depth,Set the maximum depth of the nested #include. The default is 200.,0,0,others,gcc
1831,-fmem-report-wpa,Makes the compiler print some statistics about permanent memory allocation for the WPA phase only.,1,6,function-tradeoff,gcc
1832,-fmerge-all-constants,Attempt to merge identical constants and identical variables.,1,4,limited-side-effect,gcc
1833,-fmerge-constants,Attempt to merge identical constants (string constants and floating-point constants) across compilation units.,1,4,limited-side-effect,gcc
1834,-fmessage-length=n,"Try to format error messages so that they fit on lines of about n characters. If n is zero, then no line-wrapping is done; each error message appears on a single line. This is the default for all front ends.",0,0,others,gcc
1835,-fmodule-header=system,Compile a header file to create an importable header unit.,0,0,others,gcc
1836,-fmodule-implicit-inline,"Member functions defined in their class definitions are not implicitly inline for modular code. This is different to traditional C++ behavior, for good reasons. However, it may result in a difficulty during code porting. This option makes such function definitions implicitly inline. It does however generate an ABI incompatibility, so you must use it everywhere or nowhere. (Such definitions outside of a named module remain implicitly inline, regardless.)",0,0,others,gcc
1837,-fmodule-mapper=file[?ident],"An oracle to query for module name to filename mappings. If unspecified the CXX_MODULE_MAPPER environment variable is used, and if that is unset, an in-process default is provided.",0,0,others,gcc
1838,-fmodule-only,"Only emit the Compiled Module Interface, inhibiting any object file.",0,0,others,gcc
1840,-fmodulo-sched-allow-regmoves,"Perform more aggressive SMS-based modulo scheduling with register moves allowed. By setting this flag certain anti-dependences edges are deleted, which triggers the generation of reg-moves based on the life-range analysis. This option is effective only with -fmodulo-sched enabled.",1,4,limited-side-effect,gcc
1841,-fmove-loop-invariants,"Enables the loop invariant motion pass in the RTL loop optimizer. Enabled at level -O1 and higher, except for -Og.",1,4,limited-side-effect,gcc
1842,-fms-extensions,"Disable Wpedantic warnings about constructs used in MFC, such as implicit int and getting a pointer to member function via non-standard syntax.",0,0,others,gcc
1844,-fnew-ttp-matching,"Enable the P0522 resolution to Core issue 150, template template parameters and default arguments: this allows a template with default template arguments as an argument for a template template parameter with fewer template parameters. This flag is enabled by default for -std=c++17.",0,0,others,gcc
1845,-fnext-runtime,"Generate output compatible with the NeXT runtime. This is the default for NeXT-based systems, including Darwin and Mac OS X. The macro __NEXT_RUNTIME__ is predefined if (and only if) this option is used.",0,0,others,gcc
1846,-fno-access-control,Turn off all access checking. This switch is mainly useful for working around bugs in the access control code.,1,2,security-tradeoff,gcc
1847,-fno-allocation-dce,Do not remove unused C++ allocations in dead code elimination.,1,4,limited-side-effect,gcc
1848,-fno-asm,"Do not recognize asm, inline or typeof as a keyword, so that code can use these words as identifiers. You can use the keywords __asm__, __inline__ and __typeof__ instead. -ansi implies -fno-asm.",0,0,others,gcc
1849,-fno-bit-tests,Do not use bit tests for switch statements even where it would be more efficient than other code generation strategies.,0,0,others,gcc
1850,-fno-branch-count-reg,"Disable the optimization pass that scans for opportunities to use iecrement and branchinstructions on a count register instead of instruction sequences that decrement a register, compare it against zero, and then branch based upon the result. This option is only meaningful on architectures that support such instructions, which include x86, PowerPC, IA-64 and S/390. Note that the -fno-branch-count-reg option doesn't remove the decrement and branch instructions from the generated instruction stream introduced by other optimization passes.",1,4,limited-side-effect,gcc
1851,-fno-builtin-function,"Don't recognize built-in functions that do not begin with __builtin_as prefix. See Other built-in functions provided by GCC, for details of the functions affected, including those which are not built-in functions when -ansi or -std options for strict ISO C conformance are used because they do not have an ISO standard meaning.",0,0,others,gcc
1853,-fno-char8_t,"Enable support for char8_t as adopted for C++20. This includes the addition of a new char8_t fundamental type, changes to the types of UTF-8 string and character literals, new signatures for user-defined literals, associated standard library updates, and new __cpp_char8_t and __cpp_lib_char8_t feature test macros.",0,0,others,gcc
1854,-fno-defer-pop,"For machines that must pop arguments after a function call, always pop the arguments as soon as each function returns. At levels -O1 and higher, -fdefer-pop is the default; this allows the compiler to let arguments accumulate on the stack for several function calls and pop them all at once.",1,4,limited-side-effect,gcc
1856,-fno-diagnostics-show-caret,"By default, each diagnostic emitted includes the original source line and a caret ^indicating the column. This option suppresses this information. The source line is truncated to n characters, if the -fmessage-length=n option is given. When the output is done to the terminal, the width is limited to the width given by the COLUMNS environment variable or, if not set, to the terminal width.",0,0,others,gcc
1857,-fno-diagnostics-show-cwe,"Diagnostic messages can optionally have an associated CWE identifier. GCC itself only provides such metadata for some of the -fanalyzer diagnostics. GCC plugins may also provide diagnostics with such metadata. By default, if this information is present, it will be printed with the diagnostic. This option suppresses the printing of this metadata.",0,0,others,gcc
1858,-fno-diagnostics-show-labels,"By default, when printing source code (via -fdiagnostics-show-caret), diagnostics can label ranges of source code with pertinent information, such as the types of expressions:",0,0,others,gcc
1860,-fno-diagnostics-show-option,"By default, each diagnostic emitted includes text indicating the command-line option that directly controls the diagnostic (if such an option is known to the diagnostic machinery). Specifying the -fno-diagnostics-show-option flag suppresses that behavior.",0,0,others,gcc
1861,-fno-dwarf2-cfi-asm,Emit DWARF unwind info as compiler generated .eh_frame section instead of using GAS .cfi_* directives.,0,0,others,gcc
1863,-fno-elide-type,"By default when the C++ frontend prints diagnostics showing mismatching template types, common parts of the types are printed as to simplify the error message. For example:",0,0,others,gcc
1864,-fno-eliminate-unused-debug-symbols,"By default, no debug information is produced for symbols that are not actually used. Use this option if you want debug information for all symbols.",0,0,others,gcc
1865,-fno-eliminate-unused-debug-types,"Normally, when producing DWARF output, GCC avoids producing debug symbol output for types that are nowhere used in the source file being compiled. Sometimes it is useful to have GCC emit debugging information for all types declared in a compilation unit, regardless of whether or not they are actually used in that compilation unit, for example if, in the debugger, you want to cast a value to a type that is not actually used in your program (but is declared). More often, however, this results in a significant amount of wasted space.",0,0,others,gcc
1867,-fno-extern-tls-init,"The C++11 and OpenMP standards allow thread_local and threadprivate variables to have dynamic (runtime) initialization. To support this, any use of such a variable goes through a wrapper function that performs any necessary initialization. When the use and definition of the variable are in the same translation unit, this overhead can be optimized away, but when the use is in a different translation unit there is significant overhead even if the variable doesn't actually need dynamic initialization. If the programmer can be sure that no use of the variable in a non-defining TU needs to trigger dynamic initialization (either because the variable is statically initialized, or a use of the variable in the defining TU will be executed before any uses in another TU), they can avoid this overhead with the -fno-extern-tls-init option.",0,0,others,gcc
1868,-fno-fp-int-builtin-inexact,"Do not allow the built-in functions ceil, floor, round and trunc, and their float and long double variants, to generate code that raises the nexactfloating-point exception for noninteger arguments. ISO C99 and C11 allow these functions to raise the nexactexception, but ISO/IEC TS 18661-1:2014, the C bindings to IEEE 754-2008, as integrated into ISO C2X, does not allow these functions to do so.",1,4,limited-side-effect,gcc
1869,-fno-function-cse,Do not put function addresses in registers; make each instruction that calls a constant function contain the function address explicitly.,1,4,limited-side-effect,gcc
1870,-fno-gnu-keywords,"Do not recognize typeof as a keyword, so that code can use this word as an identifier. You can use the keyword __typeof__ instead. This option is implied by the strict ISO C++ dialects: -ansi, -std=c++98, -std=c++11, etc.",0,0,others,gcc
1871,-fno-gnu-unique,"On systems with recent GNU assembler and C library, the C++ compiler uses the STB_GNU_UNIQUE binding to make sure that definitions of template static data members and static local variables in inline functions are unique even in the presence of RTLD_LOCAL; this is necessary to avoid problems with a library used by two different RTLD_LOCAL plugins depending on a definition in one of them and therefore disagreeing with the other one about the binding of the symbol. But this causes dlclose to be ignored for affected DSOs; if your program relies on reinitialization of a DSO via dlclose and dlopen, you can use -fno-gnu-unique.",0,0,others,gcc
1872,-fno-guess-branch-probability,Do not guess branch probabilities using heuristics.,1,4,limited-side-effect,gcc
1873,-fno-ident,Ignore the #ident directive.,0,0,others,gcc
1874,-fno-implement-inlines,"To save space, do not emit out-of-line copies of inline functions controlled by #pragma implementation. This causes linker errors if these functions are not inlined everywhere they are called.",0,0,others,gcc
1875,-fno-implicit-inline-templates,"Don't emit code for implicit instantiations of inline templates, either. The default is to handle inlines differently so that compiles with and without optimization need the same set of explicit instantiations.",0,0,others,gcc
1876,-fno-implicit-templates,"Never emit code for non-inline templates that are instantiated implicitly (i.e. by use); only emit code for explicit instantiations. If you use this option, you must take care to structure your code to include all the necessary explicit instantiations to avoid getting undefined symbols at link time. See Template Instantiation, for more information.",0,0,others,gcc
1877,-fno-inline,Do not expand any functions inline apart from those marked with the always_inline attribute. This is the default when not optimizing.,1,4,limited-side-effect,gcc
1879,-fno-ira-share-spill-slots,"Disable sharing of stack slots allocated for pseudo-registers. Each pseudo-register that does not get a hard register gets a separate stack slot, and as a result function stack frames are larger.",1,4,limited-side-effect,gcc
1880,-fno-jump-tables,"Do not use jump tables for switch statements even where it would be more efficient than other code generation strategies. This option is of use in conjunction with -fpic or -fPIC for building code that forms part of a dynamic linker and cannot reference the address of a jump table. On some targets, jump tables do not require a GOT and this option is not needed.",0,0,others,gcc
1882,-fno-lifetime-dse,"In C++ the value of an object is only affected by changes within its lifetime: when the constructor begins, the object has an indeterminate value, and any changes during the lifetime of the object are dead when the object is destroyed. Normally dead store elimination will take advantage of this; if your code relies on the value of the object storage persisting beyond the lifetime of the object, you can use this flag to disable this optimization. To preserve stores before the constructor starts (e.g. because your operator new clears the object storage) but still treat the object as dead after the destructor, you can use -flifetime-dse=1. The default behavior can be explicitly selected with -flifetime-dse=2. -flifetime-dse=0 is equivalent to -fno-lifetime-dse.",1,4,limited-side-effect,gcc
1883,-fno-local-ivars,By default instance variables in Objective-C can be accessed as if they were local variables from within the methods of the class they妾檈 declared in. This can lead to shadowing between instance variables and other variables declared either locally inside a class method or globally with the same name. Specifying the -fno-local-ivars flag disables this behavior thus avoiding variable shadowing issues.,0,0,others,gcc
1884,-fno-math-errno,"Do not set errno after calling math functions that are executed with a single instruction, e.g., sqrt. A program that relies on IEEE exceptions for math error handling may want to use this flag for speed while maintaining IEEE arithmetic compatibility.",1,4,limited-side-effect,gcc
1885,-fno-merge-debug-strings,Direct the linker to not merge together strings in the debugging information that are identical in different object files. Merging is not supported by all assemblers or linkers. Merging decreases the size of the debug information in the output file at the cost of increasing link processing time. Merging is enabled by default.,0,0,others,gcc
1886,-fno-module-lazy,Disable lazy module importing and module mapper creation.,0,0,others,gcc
1887,-fno-modules-ts,"Enable support for C++20 modules (See C++ Modules). The -fno-modules-ts is usually not needed, as that is the default. Even though this is a C++20 feature, it is not currently implicitly enabled by selecting that standard version.",0,0,others,gcc
1888,-fnon-call-exceptions,"Generate code that allows trapping instructions to throw exceptions. Note that this requires platform-specific runtime support that does not exist everywhere. Moreover, it only allows trapping instructions to throw exceptions, i.e. memory references or floating-point instructions. It does not allow exceptions to be thrown from arbitrary signal handlers such as SIGALRM.",0,0,others,gcc
1889,-fno-nil-receivers,Assume that all Objective-C message dispatches ([receiver message:arg]) in this translation unit ensure that the receiver is not nil. This allows for more efficient entry points in the runtime to be used. This option is only available in conjunction with the NeXT runtime and ABI version 0 or 1.,0,0,others,gcc
1890,-fno-nonansi-builtins,"Disable built-in declarations of functions that are not mandated by ANSI/ISO C. These include ffs, alloca, _exit, index, bzero, conjf, and other related functions.",0,0,others,gcc
1891,-fno-operator-names,"Do not treat the operator name keywords and, bitand, bitor, compl, not, or and xor as synonyms as keywords.",0,0,others,gcc
1892,-fno-optional-diags,"Disable diagnostics that the standard says a compiler does not need to issue. Currently, the only such diagnostic issued by G++ is the one for a name having multiple meanings within a class.",0,0,others,gcc
1893,-fno-peephole2,"Disable any machine-specific peephole optimizations. The difference between -fno-peephole and -fno-peephole2 is in how they are implemented in the compiler; some targets use one, some use the other, a few use both.",1,4,limited-side-effect,gcc
1894,-fno-plt,"Do not use the PLT for external function calls in position-independent code. Instead, load the callee address at call sites from the GOT and branch to it. This leads to more efficient code by eliminating PLT stubs and exposing GOT loads to optimizations. On architectures such as 32-bit x86 where PLT stubs expect the GOT pointer in a specific register, this gives more register allocation freedom to the compiler. Lazy binding requires use of the PLT; with -fno-plt all external symbols are resolved at load time.",0,0,others,gcc
1895,-fno-pretty-templates,"When an error message refers to a specialization of a function template, the compiler normally prints the signature of the template followed by the template arguments and any typedefs or typenames in the signature (e.g. void f(T) [with T = int] rather than void f(int)) so that it's clear which template is involved. When an error message refers to a specialization of a class template, the compiler omits any template arguments that match the default template arguments for that template. If either of these behaviors make it harder to understand the error message rather than easier, you can use -fno-pretty-templates to disable them.",0,0,others,gcc
1896,-fno-printf-return-value,"Do not substitute constants for known return value of formatted output functions such as sprintf, snprintf, vsprintf, and vsnprintf (but not printf of fprintf). This transformation allows GCC to optimize or even eliminate branches based on the known return value of these functions called with arguments that are either constant, or whose values are known to be in a range that makes determining the exact return value possible. For example, when -fprintf-return-value is in effect, both the branch and the body of the if statement (but not the call to snprint) can be optimized away when i is a 32-bit or smaller integer because the return value is guaranteed to be at most 8.",1,4,limited-side-effect,gcc
1897,-fno-rtti,"Disable generation of information about every class with virtual functions for use by the C++ run-time type identification features (dynamic_cast and typeid). If you don't use those parts of the language, you can save some space by using this flag. Note that exception handling uses the same information, but G++ generates it as needed. The dynamic_cast operator can still be used for casts that do not require run-time type information, i.e. casts to void * or to unambiguous base classes.",0,0,others,gcc
1898,-fno-sanitize=all,"This option disables all previously enabled sanitizers. -fsanitize=all is not allowed, as some sanitizers cannot be used together.",1,2,security-tradeoff,gcc
1900,-fno-sched-spec,"Disable speculative motion of non-load instructions, which is normally enabled when scheduling before register allocation, i.e. with -fschedule-insns or at -O2 or higher.",1,4,limited-side-effect,gcc
1901,-fno-show-column,"Do not print column numbers in diagnostics. This may be necessary if diagnostics are being scanned by a program that does not understand the column numbers, such as dejagnu.",0,0,others,gcc
1902,-fno-signed-zeros,"Allow optimizations for floating-point arithmetic that ignore the signedness of zero. IEEE arithmetic specifies the behavior of distinct +0.0 and -0.0 values, which then prohibits simplification of expressions such as x+0.0 or 0.0*x (even with -ffinite-math-only). This option implies that the sign of a zero result isn't significant.",1,4,limited-side-effect,gcc
1903,-fno-stack-limit,"Generate code to ensure that the stack does not grow beyond a certain value, either the value of a register or the address of a symbol. If a larger stack is required, a signal is raised at run time. For most targets, the signal is raised before the stack overruns the boundary, so it is possible to catch the signal without taking special precautions.",0,0,others,gcc
1904,-fno-threadsafe-statics,Do not emit the extra code to use the routines specified in the C++ ABI for thread-safe initialization of local statics. You can use this option to reduce code size slightly in code that doesn't need to be thread-safe.,1,4,limited-side-effect,gcc
1905,-fnothrow-opt,"Treat a throw() exception specification as if it were a noexcept specification to reduce or eliminate the text size overhead relative to a function with no exception specification. If the function has local variables of types with non-trivial destructors, the exception specification actually makes the function smaller because the EH cleanups for those variables can be optimized away. The semantic effect is that an exception thrown out of a function with such an exception specification results in a call to terminate rather than unexpected.",0,0,others,gcc
1906,-fno-toplevel-reorder,"Do not reorder top-level functions, variables, and asm statements. Output them in the same order that they appear in the input file. When this option is used, unreferenced static variables are not removed. This option is intended to support existing code that relies on a particular ordering. For new code, it is better to use attributes when possible.",1,4,limited-side-effect,gcc
1907,-fno-trapping-math,"Compile code assuming that floating-point operations cannot generate user-visible traps. These traps include division by zero, overflow, underflow, inexact result and invalid operation. This option requires that -fno-signaling-nans be in effect. Setting this option may allow faster code if one relies on non-stopIEEE arithmetic, for example.",1,4,limited-side-effect,gcc
1908,-fno-unsigned-bitfields,"These options control whether a bit-field is signed or unsigned, when the declaration does not use either signed or unsigned. By default, such a bit-field is signed, because this is consistent: the basic integer types such as int are signed types.",0,0,others,gcc
1909,-fno-use-cxa-get-exception-ptr,"Don't use the __cxa_get_exception_ptr runtime routine. This causes std::uncaught_exception to be incorrect, but is necessary if the runtime routine is not available.",0,0,others,gcc
1910,-fno-weak,"Do not use weak symbol support, even if it is provided by the linker. By default, G++ uses weak symbols if they are available. This option exists only for testing, and should not be used by end-users; it results in inferior code and has no benefits. This option may be removed in a future release of G++.",0,0,others,gcc
1911,-fno-zero-initialized-in-bss,"If the target supports a BSS section, GCC by default puts variables that are initialized to zero into BSS. This can save space in the resulting code.",1,4,limited-side-effect,gcc
1912,-fobjc-abi-version=n,"Use version n of the Objective-C ABI for the selected runtime. This option is currently supported only for the NeXT runtime. In that case, Version 0 is the traditional (32-bit) ABI without support for properties and other Objective-C 2.0 additions. Version 1 is the traditional (32-bit) ABI with support for properties and other Objective-C 2.0 additions. Version 2 is the modern (64-bit) ABI. If nothing is specified, the default is Version 0 on 32-bit target machines, and Version 2 on 64-bit target machines.",0,0,others,gcc
1913,-fobjc-call-cxx-cdtors,"For each Objective-C class, check if any of its instance variables is a C++ object with a non-trivial default constructor. If so, synthesize a special - (id) .cxx_construct instance method which runs non-trivial default constructors on any such instance variables, in order, and then return self. Similarly, check if any instance variable is a C++ object with a non-trivial destructor, and if so, synthesize a special - (void) .cxx_destruct method which runs all such default destructors, in reverse order.",0,0,others,gcc
1914,-fobjc-direct-dispatch,Allow fast jumps to the message dispatcher. On Darwin this is accomplished via the comm page.,0,0,others,gcc
1915,-fobjc-exceptions,"Enable syntactic support for structured exception handling in Objective-C, similar to what is offered by C++. This option is required to use the Objective-C keywords @try, @throw, @catch, @finally and @synchronized. This option is available with both the GNU runtime and the NeXT runtime (but not available in conjunction with the NeXT runtime on Mac OS X 10.2 and earlier).",0,0,others,gcc
1917,-fobjc-nilcheck,"For the NeXT runtime with version 2 of the ABI, check for a nil receiver in method invocations before doing the actual method call. This is the default and can be disabled using -fno-objc-nilcheck. Class methods and super calls are never checked for nil in this way no matter what this flag is set to. Currently this flag does nothing when the GNU runtime, or an older version of the NeXT runtime ABI, is used.",0,0,others,gcc
1918,-fobjc-std=objc1,"Conform to the language syntax of Objective-C 1.0, the language recognized by GCC 4.0. This only affects the Objective-C additions to the C/C++ language; it does not affect conformance to C/C++ standards, which is controlled by the separate C/C++ dialect option flags. When this option is used with the Objective-C or Objective-C++ compiler, any Objective-C syntax that is not recognized by GCC 4.0 is rejected. This is useful if you need to make sure that your Objective-C code can be compiled with older versions of GCC.",0,0,others,gcc
1919,-fomit-frame-pointer,"Omit the frame pointer in functions that don't need one. This avoids the instructions to save, set up and restore the frame pointer; on many targets it also makes an extra register available.",1,4,limited-side-effect,gcc
1920,-fopenacc,"Enable handling of OpenACC directives #pragma acc in C/C++ and !$acc in Fortran. When -fopenacc is specified, the compiler generates accelerated code according to the OpenACC Application Programming Interface v2.6 https://www.openacc.org. This option implies -pthread, and thus is only supported on targets that have support for -pthread.",0,0,others,gcc
1922,-fopenacc-kernels=mode,"Specify mode of OpenACC kernelsconstructs handling. With -fopenacc-kernels=decompose, OpenACC kernelsconstructs are decomposed into parts, a sequence of compute constructs, each then handled individually. This is work in progress. With -fopenacc-kernels=parloops, OpenACC kernelsconstructs are handled by the parloopspass, en bloc. This is the current default.",0,0,others,gcc
1923,-fopenmp,"Enable handling of OpenMP directives #pragma omp in C/C++ and !$omp in Fortran. When -fopenmp is specified, the compiler generates parallel code according to the OpenMP Application Program Interface v4.5 https://www.openmp.org. This option implies -pthread, and thus is only supported on targets that have support for -pthread. -fopenmp implies -fopenmp-simd.",0,0,others,gcc
1924,-fopenmp-simd,Enable handling of OpenMP SIMD directives with #pragma omp in C/C++ and !$omp in Fortran. Other OpenMP directives are ignored.,0,0,others,gcc
1925,-foptimize-sibling-calls,Optimize sibling and tail recursive calls.,1,4,limited-side-effect,gcc
1926,-foptimize-strlen,"Optimize various standard C string functions (e.g. strlen, strchr or strcpy) and their _FORTIFY_SOURCE counterparts into faster alternatives.",1,4,limited-side-effect,gcc
1927,-fopt-info-options=filename,"Controls optimization dumps from various optimization passes. If the optionsform is used, options is a list of separated option keywords to select the dump details and optimizations.",0,0,others,gcc
1928,-fpack-struct[=n],"Without a value specified, pack all structure members together without holes. When a value is specified (which must be a small power of two), pack structure members according to this value, representing the maximum alignment (that is, objects with default alignment requirements larger than this are output potentially unaligned at the next fitting location.",0,0,others,gcc
1929,-fpartial-inlining,Inline parts of functions. This option has any effect only when inlining itself is turned on by the -finline-functions or -finline-small-functions options.,1,4,limited-side-effect,gcc
1930,"-fpatchable-function-entry=N[,M]","Generate N NOPs right at the beginning of each function, with the function entry point before the Mth NOP. If M is omitted, it defaults to 0 so the function entry points to the address just at the first NOP. The NOP instructions reserve extra space which can be used to patch in any desired instrumentation at run time, provided that the code segment is writable. The amount of space is controllable indirectly via the number of NOPs; the NOP instruction used corresponds to the instruction emitted by the internal GCC back-end interface gen_nop. This behavior is target-specific and may also depend on the architecture variant and/or other compilation options.",0,0,others,gcc
1931,-fpcc-struct-return,"Return hortstruct and union values in memory like longer ones, rather than in registers. This convention is less efficient, but it has the advantage of allowing intercallability between GCC-compiled files and files compiled with other compilers, particularly the Portable C Compiler (pcc).",0,0,others,gcc
1932,-fpch-deps,"When using precompiled headers (see Precompiled Headers), this flag causes the dependency-output flags to also list the files from the precompiled header dependencies. If not specified, only the precompiled header are listed and not the files that were used to create it, because those files are not consulted when a precompiled header is used.",0,0,others,gcc
1934,-fpeel-loops,Peels loops for which there is enough information that they do not roll much (from profile feedback or static analysis). It also turns on complete loop peeling (i.e. complete removal of loops with small constant number of iterations).,1,4,limited-side-effect,gcc
1935,-fpermissive,"Downgrade some diagnostics about nonconformant code from errors to warnings. Thus, using -fpermissive allows some nonconforming code to compile.",0,0,others,gcc
1936,-fpermitted-flt-eval-methods=style,"ISO/IEC TS 18661-3 defines new permissible values for FLT_EVAL_METHOD that indicate that operations and constants with a semantic type that is an interchange or extended format should be evaluated to the precision and range of that type. These new values are a superset of those permitted under C99/C11, which does not specify the meaning of other positive values of FLT_EVAL_METHOD. As such, code conforming to C11 may not have been written expecting the possibility of the new values.",0,0,others,gcc
1937,-fpic,"Generate position-independent code (PIC) suitable for use in a shared library, if supported for the target machine. Such code accesses all constant addresses through a global offset table (GOT). The dynamic loader resolves the GOT entries when the program starts (the dynamic loader is not part of GCC; it is part of the operating system). If the GOT size for the linked executable exceeds a machine-specific maximum size, you get an error message from the linker indicating that -fpic does not work; in that case, recompile with -fPIC instead. (These maximums are 8k on the SPARC, 28k on AArch64 and 32k on the m68k and RS/6000. The x86 has no such limit.)",0,0,others,gcc
1938,-fPIC(capital),"If supported for the target machine, emit position-independent code, suitable for dynamic linking and avoiding any limit on the size of the global offset table. This option makes a difference on AArch64, m68k, PowerPC and SPARC.",0,0,others,gcc
1939,-fPIE,"These options are similar to -fpic and -fPIC, but the generated position-independent code can be only linked into executables. Usually these options are used to compile code that will be linked using the -pie GCC option.",0,0,others,gcc
1940,-fplan9-extensions,Accept some non-standard constructs used in Plan 9 code.,0,0,others,gcc
1941,-fplugin=name.so,"Load the plugin code in file name.so, assumed to be a shared object to be dlopen by the compiler. The base name of the shared object file is used to identify the plugin for the purposes of argument parsing (See -fplugin-arg-name-key=value below). Each plugin should define the callback functions specified in the Plugins API.",0,0,others,gcc
1942,-fplugin-arg-name-key=value,Define an argument called key with a value of value for the plugin called name.,0,0,others,gcc
1943,-fpost-ipa-mem-report,Makes the compiler print some statistics about permanent memory allocation before or after interprocedural optimization.,1,6,function-tradeoff,gcc
1944,-fpredictive-commoning,"Perform predictive commoning optimization, i.e., reusing computations (especially memory loads and stores) performed in previous iterations of loops.",1,4,limited-side-effect,gcc
1946,-fpreprocessed,"Indicate to the preprocessor that the input file has already been preprocessed. This suppresses things like macro expansion, trigraph conversion, escaped newline splicing, and processing of most directives. The preprocessor still recognizes and removes comments, so that you can pass a file preprocessed with -C to the compiler without problems. In this mode the integrated preprocessor is little more than a tokenizer for the front ends.",0,0,others,gcc
1947,-fprofile-abs-path,Automatically convert relative source file names to absolute path names in the .gcno files. This allows gcov to find the correct sources in projects where compilations occur with different working directories.,0,0,others,gcc
1948,-fprofile-arcs,"Add code so that program flow arcs are instrumented. During execution the program records how many times each branch and call is executed and how many times it is taken or returns. On targets that support constructors with priority support, profiling properly handles constructors, destructors and C++ constructors (and destructors) of classes which are used as a type of a global variable.",0,0,others,gcc
